ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered%,Weight_in_gms,Reached.on.Time_Y.N,Final_Price,Delivery_Status,Product_Tier,Shipment_Date,Discount_Amount
5688,F,Ship,5,2,111,4,medium,F,7,4424,0,103.23,Delayed,Medium,2023-01-09,7.77
10346,F,Ship,3,2,224,3,medium,M,2,4015,0,219.52,Delayed,Medium,2023-12-26,4.48
6307,D,Flight,5,3,221,5,low,F,2,1630,1,216.58,On Time,Low,2023-05-15,4.42
10138,B,Flight,6,5,277,4,medium,F,5,1845,1,263.15,On Time,Medium,2023-12-29,13.85
10661,C,Road,5,1,257,5,medium,F,8,1128,1,236.44,On Time,Medium,2023-01-02,20.56
10869,A,Ship,4,4,219,3,medium,M,10,4947,0,197.1,Delayed,Medium,2023-01-20,21.9
10720,B,Ship,5,5,221,6,medium,M,6,1429,0,207.74,Delayed,Medium,2023-12-31,13.26
10876,B,Ship,3,2,255,3,medium,F,8,4471,0,234.6,Delayed,Medium,2023-06-26,20.4
4738,B,Ship,4,1,188,2,low,M,6,5894,1,176.72,On Time,Low,2023-03-03,11.28
5487,A,Flight,6,1,157,6,low,M,1,4631,1,155.43,On Time,Low,2023-07-23,1.57
4772,F,Road,5,4,251,2,low,F,3,5347,1,243.47,On Time,Low,2023-07-30,7.53
6318,F,Flight,5,3,238,5,medium,M,2,1150,1,233.24,On Time,Medium,2023-04-14,4.76
7127,C,Flight,3,1,239,3,low,M,2,4425,0,234.22,Delayed,Low,2023-11-24,4.78
4185,A,Ship,4,3,153,2,medium,M,1,4366,1,151.47,On Time,Medium,2023-09-29,1.53
1281,A,Ship,3,4,179,3,high,M,57,1582,1,76.97,On Time,High,2023-11-11,102.03
808,B,Road,2,4,136,6,low,F,53,1213,1,63.92,On Time,Low,2023-02-14,72.08
8009,C,Ship,6,2,282,4,low,M,1,1857,1,279.18,On Time,Low,2023-01-12,2.82
9476,F,Ship,3,1,270,2,medium,M,6,4966,0,253.8,Delayed,Medium,2023-02-19,16.2
10352,F,Ship,2,5,228,3,low,M,8,5643,1,209.76,On Time,Low,2023-04-07,18.24
2901,A,Ship,3,3,274,3,low,M,6,2986,1,257.56,On Time,Low,2023-02-27,16.44
9100,B,Ship,6,5,282,4,low,M,5,1364,1,267.9,On Time,Low,2023-03-08,14.1
2735,C,Road,3,2,144,5,medium,M,43,1027,1,82.08,On Time,Medium,2023-05-03,61.92
610,B,Ship,4,4,158,3,medium,M,11,1224,1,140.62,On Time,Medium,2023-02-16,17.38
9797,C,Ship,4,1,177,2,low,M,2,5911,0,173.46,Delayed,Low,2023-09-28,3.54
4673,C,Flight,5,3,256,2,low,M,3,4456,0,248.32,Delayed,Low,2023-07-07,7.68
358,B,Ship,2,3,247,2,medium,F,62,3127,1,93.86,On Time,Medium,2023-10-09,153.14
8747,C,Road,4,2,112,2,medium,F,8,4599,0,103.04,Delayed,Medium,2023-03-16,8.96
5581,D,Ship,3,1,221,4,medium,F,8,5971,0,203.32,Delayed,Medium,2023-01-22,17.68
8965,D,Ship,5,1,185,3,medium,F,7,4855,1,172.05,On Time,Medium,2023-09-11,12.95
10377,A,Ship,4,3,169,3,low,F,8,4613,0,155.48,Delayed,Low,2023-03-15,13.52
6805,D,Ship,4,4,182,3,high,F,7,5197,0,169.26,Delayed,High,2023-12-09,12.74
9145,D,Ship,5,3,268,5,medium,M,5,1365,0,254.6,Delayed,Medium,2023-08-11,13.4
5042,F,Ship,6,2,301,5,medium,F,3,1586,0,291.97,Delayed,Medium,2023-06-03,9.03
6483,A,Ship,3,2,177,3,medium,M,8,5006,1,162.84,On Time,Medium,2023-08-25,14.16
6165,A,Flight,3,5,151,3,low,F,1,4088,0,149.49,Delayed,Low,2023-07-10,1.51
121,D,Road,4,2,183,3,low,F,33,2741,1,122.61,On Time,Low,2023-04-23,60.39
5392,B,Ship,4,4,222,2,medium,M,7,4343,0,206.46,Delayed,Medium,2023-02-06,15.54
9213,A,Ship,4,5,188,3,medium,M,8,4125,0,172.96,Delayed,Medium,2023-01-12,15.04
8995,D,Ship,3,1,217,3,low,F,1,4177,1,214.83,On Time,Low,2023-11-06,2.17
4893,A,Ship,5,1,246,3,low,F,3,5013,0,238.62,Delayed,Low,2023-01-02,7.38
6355,D,Ship,5,4,140,4,low,M,3,4018,0,135.8,Delayed,Low,2023-11-29,4.2
1286,F,Ship,5,2,196,3,low,M,38,2211,1,121.52,On Time,Low,2023-05-04,74.48
626,F,Ship,3,2,238,3,high,F,54,3142,1,109.48,On Time,High,2023-11-25,128.52
5131,D,Ship,4,5,172,2,medium,M,7,4559,0,159.96,Delayed,Medium,2023-04-12,12.04
9948,F,Ship,4,2,245,5,medium,M,10,1668,1,220.5,On Time,Medium,2023-02-26,24.5
10378,B,Ship,4,3,165,2,low,M,2,5210,0,161.7,Delayed,Low,2023-07-14,3.3
2855,C,Road,3,4,261,2,medium,F,52,3340,1,125.28,On Time,Medium,2023-05-07,135.72
3429,A,Flight,3,4,149,3,low,F,5,5467,0,141.55,Delayed,Low,2023-08-22,7.45
9005,C,Ship,4,2,195,2,medium,M,10,4640,0,175.5,Delayed,Medium,2023-09-20,19.5
3231,A,Ship,5,2,215,6,medium,F,5,5195,1,204.25,On Time,Medium,2023-01-29,10.75
4581,A,Ship,3,1,237,2,low,M,9,4626,1,215.67,On Time,Low,2023-02-28,21.33
7194,F,Ship,5,3,258,5,low,F,4,1665,1,247.68,On Time,Low,2023-07-24,10.32
1407,A,Ship,4,1,153,4,low,M,7,1130,1,142.29,On Time,Low,2023-08-26,10.71
9883,D,Ship,6,5,268,4,medium,F,1,1248,1,265.32,On Time,Medium,2023-03-10,2.68
4797,A,Flight,5,2,275,4,medium,F,10,1141,1,247.5,On Time,Medium,2023-12-13,27.5
2737,D,Flight,3,3,191,4,medium,F,17,3675,1,158.53,On Time,Medium,2023-05-22,32.47
10506,F,Ship,4,2,136,4,low,F,3,4190,0,131.92,Delayed,Low,2023-09-07,4.08
5736,F,Road,4,3,147,4,low,F,7,4865,0,136.71,Delayed,Low,2023-11-18,10.29
4950,F,Ship,5,5,137,3,low,M,5,5914,1,130.15,On Time,Low,2023-02-02,6.85
3884,F,Ship,3,4,238,3,medium,F,8,5337,1,218.96,On Time,Medium,2023-06-05,19.04
8706,F,Ship,3,1,204,3,medium,M,4,4619,1,195.84,On Time,Medium,2023-11-06,8.16
7239,A,Road,3,3,99,5,medium,M,9,5470,0,90.09,Delayed,Medium,2023-11-02,8.91
9739,D,Flight,4,1,161,3,low,M,1,4789,0,159.39,Delayed,Low,2023-05-30,1.61
10436,F,Ship,3,3,232,5,medium,M,10,5580,0,208.8,Delayed,Medium,2023-08-31,23.2
9106,B,Ship,6,5,294,4,medium,M,10,1628,1,264.6,On Time,Medium,2023-06-17,29.4
7575,A,Ship,3,5,270,3,medium,M,5,4843,1,256.5,On Time,Medium,2023-06-12,13.5
5428,B,Ship,5,4,237,6,medium,M,2,4541,0,232.26,Delayed,Medium,2023-12-29,4.74
2623,D,Ship,5,3,149,3,medium,F,43,1005,1,84.93,On Time,Medium,2023-08-23,64.07
1869,A,Ship,2,3,211,3,medium,F,55,3842,1,94.95,On Time,Medium,2023-08-12,116.05
10771,D,Ship,4,1,249,6,medium,M,7,1415,1,231.57,On Time,Medium,2023-11-23,17.43
3074,F,Ship,5,3,270,3,medium,M,38,3669,1,167.4,On Time,Medium,2023-05-21,102.6
3562,B,Flight,3,3,121,2,low,M,10,5130,1,108.9,On Time,Low,2023-01-07,12.1
4516,B,Road,2,4,255,7,low,F,9,5224,1,232.05,On Time,Low,2023-04-06,22.95
6347,C,Ship,4,3,223,3,medium,F,7,5935,0,207.39,Delayed,Medium,2023-04-19,15.61
6803,C,Ship,4,2,173,3,high,F,3,5364,0,167.81,Delayed,High,2023-11-22,5.19
1294,B,Ship,5,5,254,5,low,F,35,2508,1,165.1,On Time,Low,2023-03-18,88.9
9316,B,Flight,5,4,260,4,low,M,4,5911,1,249.6,On Time,Low,2023-10-24,10.4
241,D,Ship,4,5,270,4,low,M,65,1818,1,94.5,On Time,Low,2023-01-27,175.5
2550,F,Ship,3,3,176,2,medium,M,34,1856,1,116.16,On Time,Medium,2023-01-28,59.84
4648,B,Road,3,2,271,2,medium,M,6,5280,1,254.74,On Time,Medium,2023-10-24,16.26
7905,A,Ship,4,4,224,2,low,F,8,5754,1,206.08,On Time,Low,2023-05-25,17.92
4235,C,Road,4,3,259,3,low,F,1,4914,1,256.41,On Time,Low,2023-03-18,2.59
2089,D,Ship,3,5,156,4,medium,F,26,1769,1,115.44,On Time,Medium,2023-11-19,40.56
633,A,Ship,4,3,171,4,low,F,55,1539,1,76.95,On Time,Low,2023-06-12,94.05
3763,D,Ship,6,4,237,5,medium,F,2,5437,1,232.26,On Time,Medium,2023-10-26,4.74
7074,F,Ship,4,3,195,4,medium,F,1,5004,0,193.05,Delayed,Medium,2023-09-01,1.95
10343,C,Ship,4,2,192,3,low,F,4,5578,1,184.32,On Time,Low,2023-02-12,7.68
3973,D,Flight,4,1,180,3,high,F,5,4346,0,171,Delayed,High,2023-11-12,9
3448,B,Ship,4,2,161,3,low,F,4,5947,0,154.56,Delayed,Low,2023-02-09,6.44
986,F,Ship,6,1,172,6,high,F,50,1052,1,86,On Time,High,2023-04-17,86
7264,B,Flight,6,2,169,2,medium,M,9,5580,0,153.79,Delayed,Medium,2023-09-06,15.21
436,B,Ship,3,1,112,2,high,M,22,1846,1,87.36,On Time,High,2023-12-17,24.64
4172,F,Ship,3,2,159,2,medium,F,3,4876,0,154.23,Delayed,Medium,2023-04-20,4.77
1255,D,Ship,3,1,203,4,medium,M,12,2779,1,178.64,On Time,Medium,2023-12-09,24.36
555,A,Flight,5,4,250,3,low,F,11,3373,1,222.5,On Time,Low,2023-09-03,27.5
3280,B,Road,3,2,243,2,low,F,5,4769,0,230.85,Delayed,Low,2023-02-17,12.15
5667,A,Ship,5,3,280,4,medium,F,4,5192,0,268.8,Delayed,Medium,2023-05-28,11.2
9040,B,Flight,2,1,199,2,low,F,10,5345,0,179.1,Delayed,Low,2023-06-03,19.9
8833,D,Ship,5,1,237,5,medium,F,8,1150,1,218.04,On Time,Medium,2023-11-17,18.96
1105,D,Flight,3,4,188,4,low,F,49,3067,1,95.88,On Time,Low,2023-05-30,92.12
1178,F,Ship,3,2,224,2,low,F,49,3749,1,114.24,On Time,Low,2023-02-11,109.76
7901,C,Ship,5,1,179,2,low,M,8,5198,1,164.68,On Time,Low,2023-05-15,14.32
8080,B,Flight,4,3,117,3,medium,F,4,4666,0,112.32,Delayed,Medium,2023-07-24,4.68
6121,D,Ship,4,2,142,3,medium,F,3,4644,0,137.74,Delayed,Medium,2023-03-11,4.26
7056,F,Ship,3,3,261,4,low,M,3,5722,1,253.17,On Time,Low,2023-03-19,7.83
9615,A,Ship,5,1,176,6,medium,M,9,4839,1,160.16,On Time,Medium,2023-04-29,15.84
3845,C,Flight,3,2,163,3,medium,M,6,4323,0,153.22,Delayed,Medium,2023-12-11,9.78
6593,C,Flight,7,4,272,4,low,M,3,1805,0,263.84,Delayed,Low,2023-04-26,8.16
2769,A,Ship,4,2,171,3,low,M,34,1352,1,112.86,On Time,Low,2023-04-24,58.14
1331,C,Ship,3,1,199,2,medium,F,18,3346,1,163.18,On Time,Medium,2023-08-16,35.82
7662,F,Road,4,3,240,8,medium,M,8,4319,1,220.8,On Time,Medium,2023-04-21,19.2
8533,D,Ship,4,1,243,5,medium,F,1,4624,1,240.57,On Time,Medium,2023-08-16,2.43
5160,F,Ship,5,2,196,5,low,M,10,5111,0,176.4,Delayed,Low,2023-12-04,19.6
6218,F,Ship,6,4,244,4,low,M,1,1130,1,241.56,On Time,Low,2023-10-17,2.44
3306,F,Ship,5,1,208,2,low,F,8,5218,0,191.36,Delayed,Low,2023-04-18,16.64
780,F,Ship,3,4,153,2,low,F,24,1442,1,116.28,On Time,Low,2023-08-27,36.72
5792,F,Ship,5,1,265,5,medium,F,3,1514,1,257.05,On Time,Medium,2023-01-20,7.95
7812,F,Flight,5,4,228,4,high,F,7,5913,0,212.04,Delayed,High,2023-06-24,15.96
4800,F,Flight,7,2,250,5,medium,M,9,1327,0,227.5,Delayed,Medium,2023-06-16,22.5
6651,A,Ship,5,5,162,2,medium,M,6,5868,0,152.28,Delayed,Medium,2023-04-25,9.72
3871,D,Ship,3,2,211,3,high,M,7,4145,1,196.23,On Time,High,2023-11-09,14.77
7273,D,Flight,4,2,283,2,high,F,1,4115,0,280.17,Delayed,High,2023-06-12,2.83
9280,B,Ship,3,2,202,2,medium,F,7,5328,0,187.86,Delayed,Medium,2023-02-27,14.14
10194,F,Ship,6,4,280,4,low,M,4,1831,1,268.8,On Time,Low,2023-12-03,11.2
1774,B,Road,3,1,229,3,medium,M,2,3963,1,224.42,On Time,Medium,2023-04-12,4.58
4053,A,Ship,3,5,172,10,high,F,1,4929,1,170.28,On Time,High,2023-12-21,1.72
6633,A,Ship,5,4,242,3,high,F,4,4805,0,232.32,Delayed,High,2023-11-03,9.68
939,A,Road,5,3,236,3,medium,M,7,3589,1,219.48,On Time,Medium,2023-03-13,16.52
9419,C,Ship,5,4,238,6,low,M,6,1850,1,223.72,On Time,Low,2023-09-14,14.28
8675,C,Ship,4,5,148,3,medium,F,5,5216,0,140.6,Delayed,Medium,2023-11-27,7.4
2118,F,Ship,3,2,135,2,medium,F,2,1150,1,132.3,On Time,Medium,2023-05-29,2.7
8382,F,Ship,4,3,142,3,medium,M,1,4900,0,140.58,Delayed,Medium,2023-12-20,1.42
1103,C,Flight,4,1,227,3,medium,M,54,3043,1,104.42,On Time,Medium,2023-05-21,122.58
9365,C,Ship,5,1,217,2,medium,F,10,4264,0,195.3,Delayed,Medium,2023-07-31,21.7
8667,A,Ship,5,5,161,3,low,F,5,4702,0,152.95,Delayed,Low,2023-03-03,8.05
8431,D,Ship,3,1,246,2,low,F,9,4947,0,223.86,Delayed,Low,2023-10-27,22.14
1083,A,Road,6,3,236,3,medium,M,6,2639,1,221.84,On Time,Medium,2023-08-13,14.16
6768,F,Ship,3,4,176,3,medium,M,4,5623,0,168.96,Delayed,Medium,2023-04-10,7.04
7129,D,Flight,3,3,203,3,medium,F,3,4196,0,196.91,Delayed,Medium,2023-05-17,6.09
7443,A,Ship,4,1,146,8,low,M,7,4576,0,135.78,Delayed,Low,2023-05-03,10.22
9022,B,Road,3,4,228,4,medium,M,6,4947,0,214.32,Delayed,Medium,2023-11-01,13.68
6085,D,Ship,2,1,192,3,low,F,9,4774,0,174.72,Delayed,Low,2023-12-02,17.28
8985,A,Ship,3,1,110,4,medium,F,6,5474,1,103.4,On Time,Medium,2023-09-01,6.6
4623,A,Ship,4,1,223,3,low,F,9,4832,0,202.93,Delayed,Low,2023-08-26,20.07
5653,D,Ship,3,5,196,3,medium,F,9,4741,1,178.36,On Time,Medium,2023-09-22,17.64
1438,B,Ship,4,3,153,3,medium,M,2,1095,1,149.94,On Time,Medium,2023-09-12,3.06
3801,A,Ship,5,4,156,4,low,M,1,5533,1,154.44,On Time,Low,2023-01-20,1.56
4371,A,Road,4,2,221,3,low,M,10,5632,0,198.9,Delayed,Low,2023-10-03,22.1
6755,C,Ship,4,1,160,5,low,F,10,4018,1,144,On Time,Low,2023-06-16,16
1873,D,Ship,4,4,234,2,high,M,2,2008,1,229.32,On Time,High,2023-09-24,4.68
1439,C,Ship,3,4,160,4,low,F,56,1408,1,70.4,On Time,Low,2023-10-27,89.6
6209,C,Ship,5,3,258,2,low,F,10,5371,1,232.2,On Time,Low,2023-02-07,25.8
7638,F,Ship,3,4,195,4,low,M,3,4743,0,189.15,Delayed,Low,2023-12-13,5.85
6663,A,Ship,4,1,200,4,medium,M,3,5837,0,194,Delayed,Medium,2023-01-26,6
2579,C,Road,3,4,150,2,medium,M,64,1777,1,54,On Time,Medium,2023-12-26,96
4231,D,Road,3,2,262,3,medium,M,2,5910,1,256.76,On Time,Medium,2023-07-06,5.24
10851,A,Ship,4,1,202,3,low,M,7,4788,0,187.86,Delayed,Low,2023-08-28,14.14
8105,C,Ship,2,2,219,2,medium,M,8,4518,0,201.48,Delayed,Medium,2023-10-25,17.52
4515,A,Road,3,1,219,8,low,F,1,4122,1,216.81,On Time,Low,2023-08-02,2.19
6718,B,Flight,4,3,204,3,medium,M,2,5010,0,199.92,Delayed,Medium,2023-04-20,4.08
6926,F,Ship,6,4,247,4,medium,M,3,1946,0,239.59,Delayed,Medium,2023-02-12,7.41
3029,C,Flight,5,2,172,4,high,F,61,1161,1,67.08,On Time,High,2023-02-04,104.92
9455,C,Flight,5,1,241,5,medium,M,3,1379,0,233.77,Delayed,Medium,2023-02-05,7.23
8338,B,Road,5,4,271,5,low,M,4,1320,0,260.16,Delayed,Low,2023-09-01,10.84
5014,B,Ship,6,5,260,4,medium,F,10,1799,0,234,Delayed,Medium,2023-02-14,26
6913,D,Ship,5,1,251,5,low,F,7,1924,1,233.43,On Time,Low,2023-11-29,17.57
8633,C,Flight,7,1,255,4,medium,F,3,1450,0,247.35,Delayed,Medium,2023-11-24,7.65
7289,C,Ship,4,3,217,3,medium,F,7,4723,1,201.81,On Time,Medium,2023-04-19,15.19
10665,A,Road,5,2,262,5,medium,M,1,1483,0,259.38,Delayed,Medium,2023-02-17,2.62
10334,F,Ship,4,1,166,5,low,F,9,4472,0,151.06,Delayed,Low,2023-07-28,14.94
9013,D,Ship,5,2,141,2,medium,F,1,4287,0,139.59,Delayed,Medium,2023-06-02,1.41
8821,D,Ship,7,2,307,4,low,M,8,1551,0,282.44,Delayed,Low,2023-02-03,24.56
7105,D,Road,4,1,245,6,low,F,7,1884,1,227.85,On Time,Low,2023-08-28,17.15
877,D,Ship,3,3,247,2,medium,M,55,3461,1,111.15,On Time,Medium,2023-10-30,135.85
10414,B,Flight,5,1,234,5,medium,M,2,1030,1,229.32,On Time,Medium,2023-07-05,4.68
10053,A,Ship,4,3,104,5,low,F,6,4617,1,97.76,On Time,Low,2023-07-27,6.24
9892,B,Ship,4,4,272,2,low,M,1,4013,1,269.28,On Time,Low,2023-02-18,2.72
2549,C,Ship,3,1,143,6,medium,M,2,1323,1,140.14,On Time,Medium,2023-07-08,2.86
947,C,Road,4,2,161,3,low,F,22,1819,1,125.58,On Time,Low,2023-09-29,35.42
9115,D,Ship,3,1,249,2,medium,F,1,5190,1,246.51,On Time,Medium,2023-12-16,2.49
2153,C,Ship,4,2,191,2,low,M,11,3985,1,169.99,On Time,Low,2023-01-19,21.01
3848,F,Flight,4,3,206,4,low,M,1,4596,1,203.94,On Time,Low,2023-12-02,2.06
2144,F,Ship,3,1,154,2,medium,F,56,1300,1,67.76,On Time,Medium,2023-09-18,86.24
6903,A,Ship,5,2,254,5,high,M,6,1491,1,238.76,On Time,High,2023-09-23,15.24
9894,F,Ship,5,5,211,3,medium,F,7,5983,1,196.23,On Time,Medium,2023-02-22,14.77
8728,B,Ship,2,3,211,2,medium,M,2,4611,0,206.78,Delayed,Medium,2023-08-02,4.22
5507,C,Ship,6,5,301,5,medium,F,7,1209,1,279.93,On Time,Medium,2023-07-09,21.07
4214,F,Ship,4,4,199,3,low,M,10,5002,1,179.1,On Time,Low,2023-02-06,19.9
1948,B,Ship,3,2,116,2,low,F,22,1430,1,90.48,On Time,Low,2023-08-20,25.52
7692,F,Ship,4,3,140,2,medium,F,2,5042,0,137.2,Delayed,Medium,2023-05-23,2.8
2895,A,Ship,3,4,98,2,low,F,32,1539,1,66.64,On Time,Low,2023-06-03,31.36
4983,A,Ship,3,3,262,7,high,F,9,5097,0,238.42,Delayed,High,2023-04-25,23.58
1575,A,Ship,6,3,215,5,low,M,13,3899,1,187.05,On Time,Low,2023-12-30,27.95
6645,A,Ship,4,3,258,2,low,F,3,4555,0,250.26,Delayed,Low,2023-11-18,7.74
8073,A,Road,2,3,263,3,low,M,10,5997,0,236.7,Delayed,Low,2023-07-31,26.3
5015,C,Ship,6,2,254,4,low,M,4,1392,0,243.84,Delayed,Low,2023-06-30,10.16
1424,F,Ship,4,2,150,3,high,F,32,1689,1,102,On Time,High,2023-10-08,48
7557,A,Ship,3,3,261,3,medium,M,4,5482,1,250.56,On Time,Medium,2023-07-23,10.44
8987,C,Ship,4,3,146,3,medium,F,10,5372,0,131.4,Delayed,Medium,2023-09-23,14.6
6333,A,Ship,2,2,199,3,low,M,1,4697,1,197.01,On Time,Low,2023-11-12,1.99
1667,C,Ship,4,5,268,3,low,F,59,2083,1,109.88,On Time,Low,2023-07-13,158.12
2671,D,Ship,5,2,246,2,low,F,4,3617,1,236.16,On Time,Low,2023-10-28,9.84
1771,D,Road,5,5,189,4,high,F,16,3564,1,158.76,On Time,High,2023-09-28,30.24
6696,F,Road,3,5,254,3,medium,M,5,4946,0,241.3,Delayed,Medium,2023-02-15,12.7
654,F,Ship,3,1,157,2,high,M,19,1898,1,127.17,On Time,High,2023-06-29,29.83
886,B,Ship,3,2,252,4,low,M,29,2353,1,178.92,On Time,Low,2023-09-07,73.08
9716,F,Road,4,5,248,3,low,F,2,5310,1,243.04,On Time,Low,2023-02-06,4.96
6864,F,Flight,6,3,297,4,medium,M,1,1080,0,294.03,Delayed,Medium,2023-12-31,2.97
6381,A,Ship,3,3,151,3,low,M,7,4611,0,140.43,Delayed,Low,2023-08-09,10.57
6072,F,Ship,3,4,257,5,medium,F,5,5365,0,244.15,Delayed,Medium,2023-04-10,12.85
3487,D,Ship,3,4,201,3,low,F,6,5722,1,188.94,On Time,Low,2023-09-02,12.06
3685,D,Road,4,3,258,2,low,F,2,4308,0,252.84,Delayed,Low,2023-12-03,5.16
6259,D,Ship,6,1,244,4,low,M,5,1867,0,231.8,Delayed,Low,2023-04-10,12.2
6237,A,Ship,4,2,210,3,low,F,9,4163,0,191.1,Delayed,Low,2023-09-08,18.9
8261,C,Ship,6,5,264,4,medium,F,9,1922,1,240.24,On Time,Medium,2023-06-06,23.76
3232,B,Ship,2,3,140,3,low,F,2,4691,0,137.2,Delayed,Low,2023-01-04,2.8
5435,C,Ship,4,4,241,3,low,F,8,5206,1,221.72,On Time,Low,2023-11-21,19.28
5308,B,Ship,3,5,133,3,medium,M,7,4314,0,123.69,Delayed,Medium,2023-10-13,9.31
7961,C,Flight,6,1,260,5,low,F,3,1434,0,252.2,Delayed,Low,2023-03-20,7.8
10405,D,Road,5,3,243,6,low,F,1,1856,0,240.57,Delayed,Low,2023-07-07,2.43
835,D,Flight,5,4,271,3,medium,F,16,2563,1,227.64,On Time,Medium,2023-07-06,43.36
3769,D,Ship,4,1,240,4,low,M,9,4471,1,218.4,On Time,Low,2023-05-17,21.6
5007,A,Ship,3,4,165,3,high,M,10,4910,0,148.5,Delayed,High,2023-06-25,16.5
117,A,Road,4,1,150,4,high,M,60,1024,1,60,On Time,High,2023-08-11,90
4840,B,Ship,4,3,155,3,low,F,1,4360,1,153.45,On Time,Low,2023-06-20,1.55
343,D,Ship,4,5,162,2,medium,M,64,1918,1,58.32,On Time,Medium,2023-09-10,103.68
5280,F,Ship,6,3,248,4,low,F,6,1997,1,233.12,On Time,Low,2023-05-17,14.88
7327,D,Ship,5,3,257,5,medium,M,5,4183,0,244.15,Delayed,Medium,2023-10-06,12.85
8262,F,Ship,4,2,237,5,low,M,6,1734,1,222.78,On Time,Low,2023-08-25,14.22
6044,F,Flight,6,2,250,4,medium,F,3,1777,1,242.5,On Time,Medium,2023-08-27,7.5
6374,F,Ship,3,5,206,3,low,F,6,4620,1,193.64,On Time,Low,2023-01-14,12.36
8091,A,Flight,3,1,245,3,low,F,4,5449,0,235.2,Delayed,Low,2023-04-17,9.8
10096,B,Ship,4,5,243,3,low,M,9,5263,0,221.13,Delayed,Low,2023-10-02,21.87
7807,D,Flight,4,2,219,4,high,F,2,4422,1,214.62,On Time,High,2023-07-21,4.38
2906,F,Ship,4,2,232,3,high,M,46,2835,1,125.28,On Time,High,2023-09-30,106.72
4577,C,Ship,4,2,196,2,low,M,4,5852,0,188.16,Delayed,Low,2023-04-27,7.84
5484,F,Flight,3,4,252,4,low,F,10,5495,0,226.8,Delayed,Low,2023-11-09,25.2
965,C,Flight,6,1,291,5,medium,F,53,1682,1,136.77,On Time,Medium,2023-08-24,154.23
5720,F,Ship,3,1,239,8,high,M,6,5023,1,224.66,On Time,High,2023-10-19,14.34
1805,C,Ship,4,1,140,2,low,M,60,1950,1,56,On Time,Low,2023-02-14,84
9251,C,Ship,4,2,198,3,medium,M,10,5487,1,178.2,On Time,Medium,2023-03-07,19.8
4864,B,Ship,4,1,241,4,medium,M,9,5360,0,219.31,Delayed,Medium,2023-02-07,21.69
10926,F,Ship,5,1,240,5,low,M,10,1373,1,216,On Time,Low,2023-08-30,24
9519,A,Ship,3,3,154,4,high,F,2,4921,1,150.92,On Time,High,2023-02-10,3.08
2172,F,Road,4,4,150,4,low,M,5,1263,1,142.5,On Time,Low,2023-09-09,7.5
4707,A,Ship,4,5,252,2,low,F,9,4157,0,229.32,Delayed,Low,2023-09-14,22.68
4953,A,Ship,4,2,242,3,medium,M,10,4721,0,217.8,Delayed,Medium,2023-01-04,24.2
3351,A,Ship,4,5,157,2,medium,M,6,5937,0,147.58,Delayed,Medium,2023-03-18,9.42
3592,B,Ship,2,3,134,10,high,F,1,5632,0,132.66,Delayed,High,2023-02-07,1.34
8806,B,Ship,3,1,176,2,medium,F,4,5726,0,168.96,Delayed,Medium,2023-03-11,7.04
185,C,Ship,3,3,146,2,low,M,50,1486,1,73,On Time,Low,2023-07-12,73
1381,D,Flight,6,5,118,2,low,F,6,1726,1,110.92,On Time,Low,2023-05-04,7.08
3758,F,Ship,4,5,188,5,low,F,1,5999,1,186.12,On Time,Low,2023-01-16,1.88
7649,C,Road,4,4,262,2,medium,M,1,4357,0,259.38,Delayed,Medium,2023-06-05,2.62
1275,A,Ship,4,2,255,4,low,F,62,3198,1,96.9,On Time,Low,2023-07-31,158.1
7839,A,Ship,3,4,197,6,medium,M,3,4890,1,191.09,On Time,Medium,2023-01-13,5.91
5829,A,Ship,3,3,261,4,low,F,9,4529,1,237.51,On Time,Low,2023-07-20,23.49
3777,A,Ship,4,4,257,10,medium,M,4,4710,0,246.72,Delayed,Medium,2023-05-23,10.28
2664,F,Ship,4,4,151,2,low,F,38,1001,1,93.62,On Time,Low,2023-10-07,57.38
6421,D,Road,4,5,181,3,medium,M,1,5310,0,179.19,Delayed,Medium,2023-01-18,1.81
3414,F,Road,3,1,188,3,low,M,3,4222,0,182.36,Delayed,Low,2023-06-13,5.64
1030,B,Ship,3,1,229,2,medium,F,12,3111,1,201.52,On Time,Medium,2023-01-14,27.48
2344,B,Flight,4,2,167,2,low,F,5,1169,1,158.65,On Time,Low,2023-02-08,8.35
6040,B,Flight,6,1,242,5,low,F,5,1555,0,229.9,Delayed,Low,2023-12-13,12.1
8196,F,Road,3,5,147,3,medium,M,5,5357,1,139.65,On Time,Medium,2023-12-31,7.35
194,F,Ship,2,2,158,3,low,M,28,1968,1,113.76,On Time,Low,2023-12-10,44.24
174,F,Ship,3,2,270,3,low,F,63,2751,1,99.9,On Time,Low,2023-01-28,170.1
29,C,Ship,2,3,234,4,low,M,44,3134,1,131.04,On Time,Low,2023-06-14,102.96
9248,F,Ship,4,3,256,2,medium,F,3,4679,1,248.32,On Time,Medium,2023-03-16,7.68
8409,A,Ship,4,1,269,5,medium,M,3,4534,1,260.93,On Time,Medium,2023-03-21,8.07
9812,F,Ship,4,3,274,3,low,F,5,4409,0,260.3,Delayed,Low,2023-10-23,13.7
6499,D,Ship,6,1,298,4,low,F,1,1735,1,295.02,On Time,Low,2023-12-30,2.98
